"Airline ID","Name","Alias","IATA","ICAO","Callsign","Country","Active"
4064,"Professional Express Courier Service","\N",,"PAD","AIR PROFESSIONAL","United States","N"
4070,"Propheter Aviation","\N",,"PPA","AIR PROP","United States","N"
4072,"Providence Airline","\N",,"PTL","PLANTATION","United States","N"
4081,"Puerto Rico National Guard","\N",,"PNG",,"United States","N"
4097,"Quest Diagnostics","\N",,"LBQ","LABQUEST","United States","N"
4102,"Qwest Commuter Corporation","\N",,"QCC","QWEST AIR","United States","N"
4133,"Rader Aviation","\N",,"GBR","GREENBRIER AIR","United States","N"
4134,"Radixx Solutions International","\N","1D",,,"United States","N"
4136,"Raleigh Flying Service","\N",,"RFA","RALEIGH SERVICE","United States","N"
4137,"Ram Air Freight","\N",,"REX","RAM EXPRESS","United States","N"
4138,"Ram Aircraft Corporation","\N",,"RMT","RAM FLIGHT","United States","N"
4139,"Ramp 66","\N",,"PPK","PELICAN","United States","N"
4145,"Raven Air","\N",,"RVN","RAVEN U-S","United States","N"
4148,"Raytheon Aircraft Company","\N",,"RTN","RAYTHEON","United States","N"
4150,"Raytheon Travel Air","\N",,"KSS","KANSAS","United States","N"
4157,"Red Baron Aviation","\N",,"RBN","RED BARON","United States","N"
4166,"Reeve Aleutian Airways","\N",,"RVV","REEVE","United States","N"
4168,"Regency Airlines","\N",,"RGY","REGENCY","United States","N"
4180,"RegionsAir","\N","3C","CEA","CORP-X","United States","N"
4181,"Reliance Aviation","\N",,"REL","RELIANCE AIR","United States","N"
4182,"Reliant Airlines","\N",,"RLT","RELIANT","United States","N"
4185,"Reno Air","\N","QQ","ROA","RENO AIR","United States","N"
4186,"Renown Aviation","\N",,"RGS","RENOWN","United States","N"
4187,"Republic Airlines","\N","RW","RPA","BRICKYARD","United States","Y"
4190,"Resort Air","\N",,"RST","RESORT AIR","United States","N"
4191,"Rhoades Aviation","\N",,"RDS","RHOADES EXPRESS","United States","N"
4193,"Rich International Airways","\N",,"RIA","RICHAIR","United States","N"
4194,"Richards Aviation","\N",,"RVC","RIVER CITY","United States","N"
4195,"Richardson's Airway","\N",,"RIC","RICHARDSON","United States","N"
4196,"Richland Aviation","\N",,"RCA","RICHLAND","United States","N"
4203,"Rimrock Airlines","\N",,"RIM","RIMROCK","United States","N"
4205,"Rio Airways","\N",,"REO","RIO","United States","N"
4206,"Rio Grande Air","\N","E2","GRN","GRANDE","United States","N"
4213,"Roblex Aviation","\N",,"ROX","ROBLEX","United States","N"
4214,"Rockwell Collins Avionics","\N",,"RKW","ROCKWELL","United States","N"
4216,"Rocky Mountain Airways","\N",,"RMA","ROCKY MOUNTAIN","United States","N"
4217,"Rocky Mountain Holdings","\N",,"LIF","LIFECARE","United States","N"
4228,"Ross Aviation","\N",,"NRG","ENERGY","United States","N"
4233,"Roswell Airlines","\N",,"RAL","ROSWELL","United States","N"
4238,"Rover Airways International","\N",,"ROV","ROVERAIR","United States","N"
4247,"Royal Air Freight","\N",,"RAX","AIR ROYAL","United States","N"
4250,"Royal American Airways","\N",,"RLM","ROYAL AMERICAN","United States","N"
4276,"Royal West Airlines","\N",,"RWE","ROYAL WEST","United States","N"
4293,"Ryan Air Service","\N",,"RCT","ARCTIC TRANPORT","United States","N"
4294,"Ryan Air Services","\N",,"RYA","RYAN AIR","United States","Y"
4295,"Ryan International Airlines","\N","RD","RYN","RYAN INTERNATIONAL","United States","Y"
4298,"Rynes Aviation","\N",,"RAA","RYNES AVIATION","United States","N"
4326,"Steinman Aviation","\N",,"SBB","SABER EXPRESS","United States","N"
4327,"Seven Bar Flying Service","\N",,"SBF","S-BAR","United States","N"
4328,"Sabre Incorporated","\N",,"SBG",,"United States","N"
4333,"Smithkline Beacham Clinical Labs","\N",,"SBQ","SKIBBLE","United States","N"
4334,"Saber Aviation","\N",,"SBR","FREIGHTER","United States","N"
4335,"Seaborne Airlines","\N","BB","SBS","SEABORNE","United States","Y"
4340,"South Central Air","\N",,"SCA","SOUTH CENTRAL","United States","N"
4341,"Seacoast Airlines","\N",,"SCC","SEA-COASTER","United States","N"
4342,"Scenic Airlines","\N",,"SCE","SCENIC","United States","Y"
4350,"Sunbird Airlines","\N",,"CDL","CAROLINA","United States","N"
4356,"Sun Country Airlines","\N","SY","SCX","SUN COUNTRY","United States","Y"
4359,"Sunrise Airlines","\N",,"SDC","SUNDANCE","United States","N"
4360,"Skymaster Air Taxi","\N",,"SDD","SKY DANCE","United States","N"
4361,"Sundorph Aeronautical Corporation","\N",,"SDF","SUNDORPH","United States","N"
4370,"Southeast Air","\N",,"SEA","SOUTHEAST AIR","United States","Y"
4372,"Sedona Air Center","\N",,"SED","SEDONA AIR","United States","N"
4377,"Sentel Corporation","\N",,"SEL","SENTEL","United States","N"
4386,"Safewings Aviation Company","\N",,"SFF","SWIFTWING","United States","N"
4394,"Skyfreight","\N",,"SFT","SKYFREIGHT","United States","N"
4396,"S.K. Logistics","\N",,"SFX","SWAMP FOX","United States","N"
4397,"Sky King","\N",,"SGB","SONGBIRD","United States","N"
4411,"Skagway Air Service","\N","N5","SGY","SKAGWAY AIR","United States","Y"
4413,"Sky Harbor Air Service","\N",,"SHC","SKY HARBOR CHEYENNE","United States","N"
4431,"Shavano Air","\N",,"SHV","SHAVANO","United States","N"
4432,"Shawnee Airline","\N",,"SHW","SHAWNEE","United States","N"
4437,"Sierra Express","\N",,"SIE","SEREX","United States","N"
4443,"Salair","\N",,"SIR","SALAIR","United States","N"
4451,"Spirit Aviation","\N",,"SJJ","SPIRIT JET","United States","N"
4459,"Southeast Airmotive","\N",,"SPU","SPUTTER","United States","N"
4480,"Sierra Expressway Airlines","\N",,"SRX","SIERRA EX","United States","N"
4483,"Southern Seaplane","\N",,"SSC","SOUTHERN SKIES","United States","N"
4489,"Skystar International","\N",,"SSK","SKYSTAR","United States","N"
4520,"Suburban Air Freight","\N",,"SUB","SUB AIR","United States","N"
4531,"Star West Aviation","\N",,"SUU","SUNSTAR","United States","N"
4546,"Security Aviation","\N",,"SVX","SECURITY AIR","United States","N"
4547,"Southwest Airlines","\N","WN","SWA","SOUTHWEST","United States","Y"
4552,"Spurling Aviation","\N",,"ASL","AIR SEATTLE","United States","N"
4554,"Sunworld Airlines","\N",,"SWI","SUNWORLD","United States","N"
4555,"Stateswest Airlines","\N",,"SWJ","STATES","United States","N"
4558,"Swift Air (Interstate Equipment Leasing)","\N",,"SWQ","SWIFTFLIGHT","United States","N"
4561,"Sunwest Aviation (Lindquist Investment)","\N",,"SWS","SUNNY WEST","United States","N"
4569,"Southern Cross Aviation","\N",,"SXA","FERRY","United States","N"
4571,"Southeast Express Airlines","\N",,"SXE","DOGWOOD EXPRESS","United States","N"
4575,"Satellite Aero","\N",,"SXX","SATELLITE EXPRESS","United States","N"
4578,"Systec 2000","\N",,"SYC","SYSTEC","United States","N"
4580,"Sky One Express Airlines","\N",,"SYF","SKY FIRST","United States","N"
4582,"Sonalysts","\N",,"SYI",,"United States","N"
4584,"Satsair","\N",,"SYK","AEROCAB","United States","N"
4588,"Special Aviation Systems","\N",,"SYV","SPECIAL SYSTEM","United States","N"
4589,"Skywalk Airlines","\N","AL","SYX","SKYWAY-EX","United States","Y"
4595,"Sundance Air","\N",,"BNC","BARNACLE AIR","United States","N"
4613,"Sioux Falls Aviation","\N",,"DKT","DAKOTA","United States","N"
4626,"Sky Bus","\N",,"FLH","MILE HIGH","United States","N"
4629,"S.P. Aviation","\N",,"GDG","GOLDEN GATE","United States","N"
4637,"Superior Aviation","\N","SO","HKA","SPEND AIR","United States","N"
4644,"Silvair","\N",,"IJS",,"United States","N"
4650,"Secure Air Charter","\N",,"JCM","SECUREAIR","United States","N"
4662,"Sky Limo Corporation","\N",,"LMO","SKY LIMO","United States","N"
4670,"San Juan Airlines","\N","2G","MRR","MARINER","United States","N"
4675,"Sabre","\N","1S",,,"United States","N"
4676,"Sierra Nevada Airlines","\N","1I",,,"United States","N"
4681,"Sutra","\N","1K",,,"United States","N"
4687,"Spirit Airlines","\N","NK","NKS","SPIRIT WINGS","United States","Y"
4704,"South Carolina Aeronautics Commission","\N",,"PLT","PALMETTO","United States","N"
4709,"Southeastern Airways","\N",,"PTM","POSTMAN","United States","N"
4711,"Sky Trek International Airlines","\N","1I","PZR","PHAZER","United States","N"
4720,"Skybus Airlines","\N","SX","SKB","SKYBUS","United States","N"
4721,"Skymaster Air Lines","\N",,"SKC","SKYMASTER AIR","United States","N"
4722,"Sky Harbor Air Service","\N",,"SKD","SKY DAWG","United States","N"
4723,"Sky Tours","\N",,"SKE","SKYISLE","United States","N"
4725,"Skycraft","\N",,"SKF","SKYCRAFT","United States","N"
4731,"Skyline Aviation Services","\N",,"SKN","SKYLINER","United States","N"
4738,"SkyWest","\N","OO","SKW","SKYWEST","United States","Y"
4741,"Skyway Enterprises","\N",,"SKZ","SKYWAY-INC","United States","N"
4748,"Silverhawk Aviation","\N",,"SLH","SILVERHAWK","United States","N"
4764,"Servant Air","\N","8D",,,"United States","N"
4767,"Smithair","\N",,"SMH","SMITHAIR","United States","N"
4770,"Summit Airlines","\N",,"SMM","SUMMIT-AIR","United States","N"
4782,"Southeast Airlines (Sun Jet International)","\N",,"SNK","SUN KING","United States","N"
4783,"Soonair Lines","\N",,"SNL","SOONAIR","United States","N"
4785,"Sun Pacific International","\N",,"SNP","SUN PACIFIC","United States","N"
4786,"Sun Quest Executive Air Charter","\N",,"SNQ","EXECU-QUEST","United States","N"
4788,"Suncoast Aviation","\N",,"SNT","SUNCOAST","United States","N"
4791,"Sun West Airlines","\N",,"SNW","SUN WEST","United States","N"
4795,"Southern Ohio Aviation Sales","\N",,"SOH","SOUTHERN OHIO","United States","N"
4799,"Sunshine Air Tours","\N",,"SON","SUNSHINE TOURS","United States","N"
4800,"Southern Air","\N",,"SOO","SOUTHERN AIR","United States","N"
4803,"Southeast Correct Craft","\N",,"SOT","SOUTH COURIER","United States","N"
4804,"Southern Airways","\N",,"SOU","SOUTHERN EXPRESS","United States","Y"
4809,"Sierra Pacific Airlines","\N",,"SPA","SIERRA PACIFIC","United States","N"
4811,"Skyworld Airlines","\N",,"SPC","PORT","United States","N"
4812,"Sprague Electric Company","\N",,"SPE","SPRAGUE","United States","N"
4814,"Springdale Air Service","\N",,"SPG","SPRING AIR","United States","N"
4816,"South Pacific Island Airways","\N",,"SPI","SOUTH PACIFIC","United States","Y"
4819,"Sapphire Aviation","\N",,"SPP","SAPPHIRE","United States","N"
4822,"Shuttle America","\N","S5","TCF","MERCURY","United States","Y"
4841,"Sunset Aviation","\N",,"VXN","VIXEN","United States","N"
4842,"Sport Air Travel","\N",,"WCC","WEST COAST","United States","N"
4847,"Southport Air Service","\N",,"XPG",,"United States","N"
4848,"Spectrum Air Service","\N",,"XSA",,"United States","N"
4853,"Stewart Aviation Services","\N",,"YBE","YELLOW BIRD","United States","N"
4864,"Trans International Express Aviation","\N",,"BAP","BIG APPLE","United States","N"
4865,"TAG Aviation USA","\N",,"TAG","TAG U-S","United States","N"
4879,"TAB Express International","\N",,"TBI","TAB INTERNATIONAL","United States","N"
4888,"Trans-Colorado Airlines","\N",,"TCE","TRANS-COLORADO","United States","N"
4891,"Teledyne Continental Motors","\N",,"TCM","TELEDYNE","United States","N"
4892,"Trans Continental Airlines","\N",,"TCN","TRANSCON","United States","N"
4898,"Twin Cities Air Service","\N",,"TCY","TWIN CITY","United States","N"
4900,"Tellavia / Flight One","\N",,"TDE","TELLURIDE","United States","N"
4906,"Tradewinds Airlines","\N",,"TDX","TRADEWINDS EXPRESS","United States","N"
4910,"Tempelhof Airways","\N",,"TEH","TEMPELHOF","United States","N"
4911,"Telford Aviation","\N",,"TEL","TELFORD","United States","N"
4913,"Tennessee Airways","\N",,"TEN","TENNESSEE","United States","N"
4914,"Territorial Airlines","\N",,"TER","TERRI-AIRE","United States","N"
4918,"Trans-Florida Airlines","\N",,"TFA","TRANS FLORIDA","United States","N"
4920,"Talon Air","\N",,"TFF","TALON FLIGHT","United States","N"
4923,"Transport Facilitators","\N",,"TFI",,"United States","N"
4941,"Tar Heel Aviation","\N",,"THC","TARHEEL","United States","N"
4953,"Trans International Airlines","\N",,"TIA","TRANS INTERNATIONAL","United States","N"
4973,"Eagle Canyon Airlines","\N",,"TLO","TALON AIR","United States","N"
4976,"TLC Air","\N",,"TLS","TEALSY","United States","N"
4979,"Telesis Transair","\N",,"TLX","TELESIS","United States","N"
4986,"Tomahawk Airways","\N",,"TMK","TOMAHAWK","United States","N"
4988,"TMC Airlines","\N",,"TMM","WILLOW RUN","United States","N"
4991,"Temsco Helicopters","\N",,"TMS","TEMSCO","United States","N"
4992,"Trans Midwest Airlines","\N",,"TMT","TRANS MIDWEST","United States","N"
4999,"Tennessee Air National Guard 164th Airlift Group","\N",,"TNG",,"United States","N"
5000,"Transair International Linhas Aereas","\N",,"TNI","TRANSINTER","United States","N"
5004,"Tanana Air Services","\N",,"TNR","TAN AIR","United States","N"
5006,"Transnorthern","\N",,"TNV","TRANSNORTHERN","United States","N"
5009,"Twin Town Leasing Company","\N",,"TNY","TWINCAL","United States","N"
5012,"Tol-Air Services","\N","TI","TOL","TOL AIR","United States","N"
5018,"Tower Air","\N","FF","TOW","TEE AIR","United States","N"
5036,"Taquan Air Services","\N",,"TQN","TAQUAN","United States","N"
5040,"Trans Air Charter","\N",,"TRC","TRACKER","United States","N"
5047,"Tropic Airlines-Air Molokai","\N",,"TRO","MOLOKAI","United States","N"
5052,"Transwestern Airlines of Utah","\N",,"TRW","TRANS-WEST","United States","N"
5053,"Tristar Airlines","\N",,"TRY","TRISTAR AIR","United States","N"
5054,"TransMeridian Airlines","\N","T9","TRZ","TRANS-MERIDIAN","United States","N"
5070,"Tri-State Aero","\N",,"TSS","TRI-STATE","United States","N"
5091,"Trans America Airlines","\N",,"TVA","TRANS-AMERICA","United States","N"
5098,"Trans World Airlines","TWA","TW","TWA","TWA","United States","N"
5105,"Texair Charter","\N",,"TXA","OKAY AIR","United States","N"
5110,"Texas National Airlines","\N",,"TXN","TEXAS NATIONAL","United States","N"
5113,"Texas Airlines","\N",,"TXS","TEXAIR","United States","N"
5114,"Texas Air Charters","\N",,"TXT","TEXAS CHARTER","United States","N"
5115,"Tex Star Air Freight","\N",,"TXZ","TEX STAR","United States","N"
5125,"Top Flight Air Service","\N",,"CHE","CHECK AIR","United States","N"
5126,"Trans America","\N",,"CLR","CLINTON AIRWAYS","United States","N"
5129,"Texas Airways","\N",,"CWT","TEXAS AIRWAYS","United States","N"
5141,"Trans-Air-Link","\N",,"GJB","SKY TRUCK","United States","N"
5142,"Tradewind Aviation","\N",,"GPD","GOODSPEED","United States","N"
5143,"Trail Lake Flying Service","\N",,"HBA","HARBOR AIR","United States","N"
5157,"The Lancair Company","\N",,"LCC","LANCAIR","United States","N"
5158,"The Army Aviation Heritage Foundation","\N",,"LEG","LEGACY","United States","N"
5160,"Trans States Airlines","\N","AX","LOF","WATERSKI","United States","Y"
5166,"Trans Air","\N",,"MUI","MAUI","United States","N"
5172,"Open Skies Consultative Commission","\N","1L","OSY","OPEN SKIES","United States","N"
5176,"Trans World Express","\N",,"RBD","RED BIRD","United States","N"
5178,"Tas Aviation","\N",,"RMS","TASS AIR","United States","N"
5202,"USAF Air Mobility Operations Control Center","\N",,"DOD",,"United States","N"
5203,"U.S. Department of the Interior","\N",,"DOI","INTERIOR","United States","N"
5206,"US Army Parachute Team","\N",,"GKA","GOLDEN KNIGHTS","United States","N"
5207,"USA3000 Airlines","\N","U5","GWY","GETAWAY","United States","Y"
5209,"United Airlines","\N","UA","UAL","UNITED","United States","Y"
5211,"United Carriers Systems","\N",,"UCS","UNITED CARRIERS","United States","N"
5213,"United Feeder Service","\N","U2",,,"United States","N"
5219,"United States Coast Guard Auxiliary","\N",,"CGX","COASTGUARD AUXAIR","United States","N"
5220,"United States Department Of Agriculture","\N",,"AGR","AGRICULTURE","United States","N"
5227,"USA Jet Airlines","\N","U7","JUS","JET USA","United States","N"
5229,"US Marshals Service","\N",,"MSH","MARSHALAIR","United States","N"
5230,"University of North Dakota","\N",,"NDU","SIOUX","United States","N"
5231,"Universal Airlines","\N",,"PNA","PACIFIC NORTHERN","United States","N"
5239,"US Airports Air Charter","\N",,"UCH","US CHARTER","United States","N"
5242,"UFS","\N",,"UFS","FEEDER EXPRESS","United States","N"
5248,"Universal Jet Aviation","\N",,"UJT","UNI-JET","United States","N"
5255,"Ultrair","\N",,"ULT","ULTRAIR","United States","N"
5258,"Union Flights","\N",,"UNF","UNION FLIGHTS","United States","N"
5263,"United Parcel Service","\N","5X","UPS","UPS","United States","N"
5265,"US Airways","\N","US","USA","U S AIR","United States","Y"
5266,"US Check Airlines","\N",,"USC","STAR CHECK","United States","N"
5267,"USAfrica Airways","\N",,"USF","AFRICA EXPRESS","United States","N"
5268,"US Helicopter","\N",,"USH","US-HELI","United States","Y"
5269,"US Jet","\N",,"USJ","USJET","United States","N"
5270,"US Express","\N",,"USX","AIR EXPRESS","United States","N"
5276,"Universal Airways","\N",,"UVA","UNIVERSAL","United States","N"
5279,"United States Air Force","\N",,"AIO","AIR CHIEF","United States","Y"
5283,"Universal Airlines","\N",,"WEC","AIRGO","United States","N"
5284,"US Helicopter Corporation","\N","UH",,,"United States","Y"
5300,"Vanguard Airlines","\N",,"VGD","VANGUARD AIR","United States","N"
5315,"Viscount Air Service","\N",,"VCT","VISCOUNT AIR","United States","N"
5318,"VIP Air Charter","\N",,"FXF","FOX FLIGHT","United States","N"
5324,"Volare Air Charter Company","\N",,"VCM","CARMEN","United States","N"
5331,"Virgin America","\N","VX","VRD","REDWOOD","United States","Y"
5332,"Vieques Air Link","\N",,"VES","VIEQUES","United States","N"
5356,"Vero Monmouth Airlines","\N",,"VMA","VERO MONMOUTH","United States","N"
5374,"Virign Islands Seaplane Shuttle","\N",,"VSS","WATERBIRD","United States","N"
5384,"Viking Express","\N",,"WCY","TITAN AIR","United States","N"
5388,"WRA Inc","\N",,"WRR","WRAP AIR","United States","N"
5389,"WSI Corporation","\N",,"XWS",,"United States","N"
5390,"Walmart Aviation","\N",,"CGG","CHARGE","United States","N"
5394,"Warbelow's Air Ventures","\N",,"WAV","WARBELOW","United States","N"
5400,"Welch Aviation","\N",,"TDB","THUNDER BAY","United States","N"
5419,"Westair Industries","\N",,"PCM","PAC VALLEY","United States","N"
5422,"Western Air Couriers","\N",,"NPC","NORPAC","United States","N"
5423,"Western Air Express","\N",,"WAE","WESTERN EXPRESS","United States","N"
5424,"Western Airlines","\N","WA","WAL","WESTERN","United States","Y"
5426,"Western Aviators","\N",,"WTV","WESTAVIA","United States","N"
5428,"Western Pacific Airlines","\N",,"KMR","KOMSTAR","United States","N"
5431,"Westgates Airlines","\N",,"WSA","WESTATES","United States","N"
5434,"Westward Airways","\N","CN","WWD","WESTWARD","United States","N"
5440,"Wiggins Airways","\N",,"WIG","WIGGINS AIRWAYS","United States","N"
5442,"Wilbur's Flight Operations","\N",,"WFO","WILBURS","United States","N"
5443,"Williams Air","\N",,"WLS","WILLIAMS AIR","United States","N"
5446,"Winair","\N",,"WNA","WINAIR","United States","N"
5448,"Wind Spirit Air","\N",,"WSI","WIND SPIRIT","United States","N"
5453,"Wings Airways","\N",,"WAW","WING SHUTTLE","United States","N"
5455,"Wings Express","\N",,"WEX","WINGS EXPRESS","United States","N"
5456,"Wings of Alaska","\N","K5","WAK","WINGS ALASKA","United States","N"
5459,"Wisconsin Air National Guard","\N",,"WAG",,"United States","N"
5460,"Wisman Aviation","\N",,"WSM","WISMAN","United States","N"
5465,"World Airways","\N","WO","WOA","WORLD","United States","Y"
5468,"Worldspan","\N","1P",,,"United States","N"
5471,"Worldwide Jet Charter","\N",,"WWI","WORLDWIDE","United States","N"
5472,"Wright Air Lines","\N",,"WRT","WRIGHT-AIR","United States","N"
5473,"Wright Air Service","\N","8V","WRF","WRIGHT FLYER","United States","N"
5476,"Wyoming Airlines","\N",,"WYG","WYOMING","United States","N"
5483,"Xerox Corporation","\N",,"XER","XEROX","United States","N"
5487,"Xtra Airways","\N","XP","CXP","RUBY MOUNTAIN","United States","N"
5498,"Young Flying Service","\N",,"YFS","YOUNG AIR","United States","N"
5511,"Zantop International Airlines","\N",,"ZAN","ZANTOP","United States","N"
5515,"Zephyr Express","\N",,"RZR","RECOVERY","United States","N"
5640,"Yellow Air Taxi",,"Y0","\N",,"United States","N"
8461,"Carnival Air Lines",,"KW","\N","Carnival Air","United States","Y"
8809,"Island Air (WP)",,"WP","MKU",,"United States","Y"
9833,"Epic Holiday","Epic Holidays","FA","4AA","Epic","United States","Y"
9840,"JetWind",,,"JWW","Jetwind","United States","N"
10118,"Blue Sky America",,"BU","BKY",,"United States","N"
10119,"Texas Spirit",,"XS","TXP",,"United States","N"
10121,"Illinois Airways",,"IL","ILW",,"United States","N"
10123,"Texas Wings",,"TQ","TXW","TXW","United States","Y"
10124,"California Western",,"KT","CWS",,"United States","N"
10226,"Atifly",,"A1","A1F","atifly","United States","Y"
10367,"Reno Sky",,"RY","\N",,"United States","N"
10739,"Air Choice One",,"3E","\N",,"United States","Y"
10748,"Locair",,"ZQ","LOC","LOCAIR","United States","Y"
10765,"SeaPort Airlines",,"K5","SQH","SASQUATCH","United States","Y"
10776,"Salmon Air",,"S6","\N",,"United States","Y"
10796,"Fly Illi",,"IL","ILY",,"United States","N"
10912,"Alaska Seaplane Service",,"J5","\N",,"United States","Y"
12961,"Gryphon Airlines",,"6P","\N",,"United States","Y"
13391,"U.S. Air",,"-+","--+",,"United States","Y"
13633,"PanAm World Airways",,"WQ","PQW",,"United States","Y"
15887,"CBM America",,,"XBM","AIRMAX","United States","Y"
15975,"Black Stallion Airways",,"BZ","BSA","Stallion","United States","Y"
16135,"Yellowstone Club Private Shuttle",,"Y1","\N","YCS","United States","Y"
16264,"Trans Pas Air",,"T6","TP6",,"United States","Y"
16625,"Papillon Grand Canyon Helicopters",,"HI","\N",,"United States","Y"
16675,"US Africa Airways",,"E8","\N",,"United States","N"
16702,"Usa Sky Cargo","USky","E1","ES2","USKY","United States","Y"
16715,"Red Jet America",,"RR","\N",,"United States","N"
16726,"Era Alaska",,"7H","ERR","ERAH","United States","Y"
16735,"Hankook Air US",,"H1","HA1",,"United States","Y"
16825,"Pacific Express",,"VB","\N",,"United States","N"
16932,"Orbit Airlines","Orbit",,"OBT","Orbit","United States","Y"
17519,"SENIC AIRLINES",,"YR","\N",,"United States","Y"
17563,"XOJET",,,"XOJ",,"United States","Y"
17628,"Orbit International Airlines",,,"OAI","OA","United States","Y"
17629,"Orbit Regional Airlines",,,"OAR","OA","United States","Y"
17630,"Orbit Atlantic Airways",,,"OAN",,"United States","Y"
17841,"Aws express",,"B0","666","aws","United States","Y"
17859,"Southjet",,"76","SJS",,"United States","Y"
17860,"Southjet connect",,"77","ZCS",,"United States","Y"
17862,"Southjet cargo",,"78","XAN",,"United States","Y"
18169,"Patriot Airways",,"P4","\N",,"United States","Y"
18178,"Vision Airlines (V2)",,"V2","RBY","RUBY","United States","Y"
18228,"Chicago Express (C8)","ATA Connection","C8","\N",,"United States","N"
18239,"Yellowtail",,"YE","YEL",,"United States","Y"
18241,"Royal Airways","Royal Inc.","KG","RAW","RAW","United States","Y"
18257,"Executive AirShare",,,"XSR",,"United States","Y"
18529,"T.J. Air",,"TJ","TJA","T.J. Air","United States","Y"
18545,"ValueJet",,"J7","VJA","CRITTER","United States","N"
18643,"HQ- Business Express",,"HQ","\N","BizEx","United States","N"
18722,"WestAir",,"OE","\N",,"United States","N"
18723,"WestAir Airlines",,"OE","\N",,"United States","N"
18724,"WestAir Airlines",,"OE","\N",,"United States","N"
18727,"North Pacific Airlines",,"NO","\N",,"United States","N"
18930,"Maryland Air","Maryland","M1","M1F","Maryland Flight","United States","Y"
19016,"Apache Air","Apache","ZM","IWA","APACHE","United States","Y"
19204,"Eastern Atlantic Charters",,,"EDI",,"United States","N"
19262,"ViznAir",,,"VZA","Brian","United States","N"
19287,"National Air Cargo",,"N8","NCR",,"United States","Y"
19290,"Eastern Atlantic Virtual Airlines",,"13","EAV","EAVA","United States","Y"
19350,"Comfort Express Virtual Charters Albany",,,"EVC","Comfort Express","United States","Y"
19351,"Comfort Express Virtual Charters",,,"CEO",,"United States","Y"
19423,"Key Air",,,"KWY","KeyAir","United States","N"
19433,"XAIR USA",,"XA","XAU","XAIR","United States","Y"
19465,"Global Freightways",,"F5","GF5","Freight","United States","N"
19538,"Vintage Props and Jets",,,"VPP","VINTAGE","United States","N"
19619,"Envoy Air",,,"ENY","Envoy","United States","Y"
19674,"Rainbow Air (RAI)","Rainbow Air (RAI)","RN","RAB","Rainbow","United States","Y"
19676,"Rainbow Air Polynesia","Rainbow Air POL","RX","RPO","Rainbow Air","United States","Y"
19678,"Rainbow Air US","Rainbow Air US","RM","RNY","Rainbow Air","United States","Y"
19774,"Spike Airlines","Aero Spike","S0","SAL","Spike Air","United States","Y"
19804,"All America","All America","A2","AL2",,"United States","Y"
19890,"Dense Airways",,"KP","DWA","DENSE","United States","Y"
19891,"Dense Connection",,"KZ","DC2","DC2","United States","Y"
19917,"Jet Suite",,,"RSP","Red Stripe","United States","Y"
20060,"San Dima Air","(Cyber Airlines) Not Real",,"SDI","FAREFLIGHT","United States","Y"
20222,"OneJet",,"J1","\N",,"United States","Y"
20548,"Islands Express",,"X9","\N",,"United States","N"
20549,"Atlantic Air Services",,"X7","\N",,"United States","N"
20565,"Boutique Air (Priv)",,"4B","BTQ",,"United States","Y"
20607,"Liberty Airways",,"LE","LTY",,"United States","Y"
20710,"Silver Airways (3M)",,"3M","\N","Silver Wings","United States","Y"
20808,"Alghanim",,,"KYA",,"United States","Y"
20931,"Southern Airways Express","Sun Air Express",,"LTD","LIGHTSPEED","United States","Y"
20963,"Atlantic Air Cargo",,"K3","\N",,"United States","N"
20976,"World Scale Airlines","World Scale","W3","WSS",,"United States","Y"
20978,"All America US","All America US","AG","SSA",,"United States","Y"
20991,"Choice Airways",,,"CSX",,"United States","Y"
20996,"Dynamic Airways",,,"DYA",,"United States","Y"
21124,"ViaAir","Charter Air Transport",,"SRY","Stingray","United States","Y"
21251,"Lynx Aviation (L3/SSX)",,,"SSX","Shasta","United States","N"
